"","id","owner","secret","server","farm","title","ispublic","isfriend","isfamily","datetaken","datetakengranularity","datetakenunknown","tags","latitude","longitude","accuracy","context","place_id","woeid","geo_is_family","geo_is_friend","geo_is_contact","geo_is_public","url_m","height_m","width_m"
"19","20722631661","20344326@N00","7cd9e0db8f","5674",6,"DSC05904",1,0,0,"2015-08-19 19:20:55","0","0","","61.298151","7.322409","15",0,"1q3Wx7VZVLiYxGA","862556",0,0,0,1,"https://farm6.staticflickr.com/5674/20722631661_7cd9e0db8f.jpg","333","500"
"20","20529019819","20344326@N00","f61852a5ec","5685",6,"DSC05902",1,0,0,"2015-08-19 19:07:13","0","0","","61.298151","7.322409","15",0,"1q3Wx7VZVLiYxGA","862556",0,0,0,1,"https://farm6.staticflickr.com/5685/20529019819_f61852a5ec.jpg","500","333"
"21","20722615571","20344326@N00","c3bdf63315","5701",6,"DSC05903",1,0,0,"2015-08-19 19:16:51","0","0","","61.298151","7.322409","15",0,"1q3Wx7VZVLiYxGA","862556",0,0,0,1,"https://farm6.staticflickr.com/5701/20722615571_c3bdf63315.jpg","500","333"
"22","20093186564","20344326@N00","0579be75ed","5632",6,"DSC05901",1,0,0,"2015-08-19 19:06:11","0","0","","61.298151","7.322409","15",0,"1q3Wx7VZVLiYxGA","862556",0,0,0,1,"https://farm6.staticflickr.com/5632/20093186564_0579be75ed.jpg","500","333"
"23","20722596841","20344326@N00","21c39b1d7b","5701",6,"DSC05900",1,0,0,"2015-08-19 19:05:54","0","0","","61.298151","7.322409","15",0,"1q3Wx7VZVLiYxGA","862556",0,0,0,1,"https://farm6.staticflickr.com/5701/20722596841_21c39b1d7b.jpg","500","333"
"24","20093163294","20344326@N00","088f24000f","637",1,"DSC05899",1,0,0,"2015-08-19 19:05:36","0","0","","61.298151","7.322409","15",0,"1q3Wx7VZVLiYxGA","862556",0,0,0,1,"https://farm1.staticflickr.com/637/20093163294_088f24000f.jpg","500","333"
"25","20689492326","20344326@N00","b15f6f44aa","564",1,"DSC05897",1,0,0,"2015-08-19 19:05:04","0","0","","61.298151","7.322409","15",0,"1q3Wx7VZVLiYxGA","862556",0,0,0,1,"https://farm1.staticflickr.com/564/20689492326_b15f6f44aa.jpg","333","500"
"26","20689485056","20344326@N00","7c7aa02c35","5787",6,"DSC05895",1,0,0,"2015-08-19 19:04:14","0","0","","61.298151","7.322409","15",0,"1q3Wx7VZVLiYxGA","862556",0,0,0,1,"https://farm6.staticflickr.com/5787/20689485056_7c7aa02c35.jpg","500","333"
"27","20093144604","20344326@N00","78e41b2dc1","5700",6,"DSC05896",1,0,0,"2015-08-19 19:04:35","0","0","","61.298151","7.322409","15",0,"1q3Wx7VZVLiYxGA","862556",0,0,0,1,"https://farm6.staticflickr.com/5700/20093144604_78e41b2dc1.jpg","500","333"
"28","20527706990","20344326@N00","5dd88cece3","594",1,"DSC05894",1,0,0,"2015-08-19 19:03:34","0","0","","61.298151","7.322409","15",0,"1q3Wx7VZVLiYxGA","862556",0,0,0,1,"https://farm1.staticflickr.com/594/20527706990_5dd88cece3.jpg","500","333"
"29","20094761153","20344326@N00","46400eb9ae","724",1,"DSC05893",1,0,0,"2015-08-19 19:03:31","0","0","","61.298151","7.322409","15",0,"1q3Wx7VZVLiYxGA","862556",0,0,0,1,"https://farm1.staticflickr.com/724/20094761153_46400eb9ae.jpg","500","333"
"30","20715705545","20344326@N00","8757b762c9","5694",6,"DSC05890",1,0,0,"2015-08-19 19:02:23","0","0","","61.298151","7.322409","15",0,"1q3Wx7VZVLiYxGA","862556",0,0,0,1,"https://farm6.staticflickr.com/5694/20715705545_8757b762c9.jpg","333","500"
"31","20527698498","20344326@N00","e77ba6be88","730",1,"DSC05892",1,0,0,"2015-08-19 19:02:57","0","0","","61.298151","7.322409","15",0,"1q3Wx7VZVLiYxGA","862556",0,0,0,1,"https://farm1.staticflickr.com/730/20527698498_e77ba6be88.jpg","500","333"
"32","20722526301","20344326@N00","170617c026","5805",6,"DSC05891",1,0,0,"2015-08-19 19:02:53","0","0","","61.298151","7.322409","15",0,"1q3Wx7VZVLiYxGA","862556",0,0,0,1,"https://farm6.staticflickr.com/5805/20722526301_170617c026.jpg","500","333"
"33","20689439616","20344326@N00","b5294e8313","5835",6,"DSC05888",1,0,0,"2015-08-19 19:01:54","0","0","","61.298151","7.322409","15",0,"1q3Wx7VZVLiYxGA","862556",0,0,0,1,"https://farm6.staticflickr.com/5835/20689439616_b5294e8313.jpg","500","333"
"34","20527668040","20344326@N00","af1e1563ea","750",1,"DSC05889",1,0,0,"2015-08-19 19:02:08","0","0","","61.298151","7.322409","15",0,"1q3Wx7VZVLiYxGA","862556",0,0,0,1,"https://farm1.staticflickr.com/750/20527668040_af1e1563ea.jpg","333","500"
"35","20689432446","20344326@N00","ed7b4160bf","670",1,"DSC05887",1,0,0,"2015-08-19 19:01:51","0","0","","61.298151","7.322409","15",0,"1q3Wx7VZVLiYxGA","862556",0,0,0,1,"https://farm1.staticflickr.com/670/20689432446_ed7b4160bf.jpg","500","333"
"36","20527645740","20344326@N00","f5e67fe0a1","5768",6,"DSC05886",1,0,0,"2015-08-19 19:01:45","0","0","","61.298151","7.322409","15",0,"1q3Wx7VZVLiYxGA","862556",0,0,0,1,"https://farm6.staticflickr.com/5768/20527645740_f5e67fe0a1.jpg","500","333"
"37","20715650545","20344326@N00","ff0b100303","5659",6,"DSC05885",1,0,0,"2015-08-19 19:01:43","0","0","","61.298151","7.322409","15",0,"1q3Wx7VZVLiYxGA","862556",0,0,0,1,"https://farm6.staticflickr.com/5659/20715650545_ff0b100303.jpg","500","333"
"38","20093060854","20344326@N00","e187bc631b","5703",6,"DSC05884",1,0,0,"2015-08-19 19:01:26","0","0","","61.298151","7.322409","15",0,"1q3Wx7VZVLiYxGA","862556",0,0,0,1,"https://farm6.staticflickr.com/5703/20093060854_e187bc631b.jpg","500","333"
"39","20093060044","20344326@N00","2757ac7ceb","695",1,"DSC05883",1,0,0,"2015-08-19 19:01:22","0","0","","61.298151","7.322409","15",0,"1q3Wx7VZVLiYxGA","862556",0,0,0,1,"https://farm1.staticflickr.com/695/20093060044_2757ac7ceb.jpg","500","333"
"40","20094684973","20344326@N00","e2bde92fe5","631",1,"DSC05882",1,0,0,"2015-08-19 19:01:16","0","0","","61.298151","7.322409","15",0,"1q3Wx7VZVLiYxGA","862556",0,0,0,1,"https://farm1.staticflickr.com/631/20094684973_e2bde92fe5.jpg","500","333"
"41","20528862459","20344326@N00","11a3b86e48","5795",6,"DSC05880",1,0,0,"2015-08-19 19:00:57","0","0","","61.298151","7.322409","15",0,"1q3Wx7VZVLiYxGA","862556",0,0,0,1,"https://farm6.staticflickr.com/5795/20528862459_11a3b86e48.jpg","500","333"
"42","20528861519","20344326@N00","ee4be73cb7","758",1,"DSC05881",1,0,0,"2015-08-19 19:01:01","0","0","","61.298151","7.322409","15",0,"1q3Wx7VZVLiYxGA","862556",0,0,0,1,"https://farm1.staticflickr.com/758/20528861519_ee4be73cb7.jpg","500","333"
"43","20715612185","20344326@N00","a0b8b5cdd3","5723",6,"DSC05879",1,0,0,"2015-08-19 19:00:49","0","0","","61.298151","7.322409","15",0,"1q3Wx7VZVLiYxGA","862556",0,0,0,1,"https://farm6.staticflickr.com/5723/20715612185_a0b8b5cdd3.jpg","500","333"
"44","20722439021","20344326@N00","34e4899a21","5645",6,"DSC05877",1,0,0,"2015-08-19 19:00:39","0","0","","61.298151","7.322409","15",0,"1q3Wx7VZVLiYxGA","862556",0,0,0,1,"https://farm6.staticflickr.com/5645/20722439021_34e4899a21.jpg","500","333"
"45","20528841059","20344326@N00","6690958c69","771",1,"DSC05878",1,0,0,"2015-08-19 19:00:43","0","0","","61.298151","7.322409","15",0,"1q3Wx7VZVLiYxGA","862556",0,0,0,1,"https://farm1.staticflickr.com/771/20528841059_6690958c69.jpg","500","333"
"46","20527573270","20344326@N00","f484dc7a77","646",1,"DSC05875",1,0,0,"2015-08-19 19:00:15","0","0","","61.298151","7.322409","15",0,"1q3Wx7VZVLiYxGA","862556",0,0,0,1,"https://farm1.staticflickr.com/646/20527573270_f484dc7a77.jpg","500","333"
"47","20528822719","20344326@N00","f5258c9e71","749",1,"DSC05876",1,0,0,"2015-08-19 19:00:19","0","0","","61.298151","7.322409","15",0,"1q3Wx7VZVLiYxGA","862556",0,0,0,1,"https://farm1.staticflickr.com/749/20528822719_f5258c9e71.jpg","500","333"
"48","20092991574","20344326@N00","aac33e469d","5709",6,"DSC05874",1,0,0,"2015-08-19 19:00:12","0","0","","61.298151","7.322409","15",0,"1q3Wx7VZVLiYxGA","862556",0,0,0,1,"https://farm6.staticflickr.com/5709/20092991574_aac33e469d.jpg","500","333"
"49","20715569155","20344326@N00","8d4668d171","775",1,"DSC05873",1,0,0,"2015-08-19 18:59:56","0","0","","61.298151","7.322409","15",0,"1q3Wx7VZVLiYxGA","862556",0,0,0,1,"https://farm1.staticflickr.com/775/20715569155_8d4668d171.jpg","500","333"
"50","20092980734","20344326@N00","dd9c32f0ae","5740",6,"DSC05872",1,0,0,"2015-08-19 18:59:23","0","0","","61.298151","7.322409","15",0,"1q3Wx7VZVLiYxGA","862556",0,0,0,1,"https://farm6.staticflickr.com/5740/20092980734_dd9c32f0ae.jpg","500","333"
"51","20706259642","20344326@N00","294a245ba6","5754",6,"DSC05871",1,0,0,"2015-08-19 18:59:16","0","0","","61.298151","7.322409","15",0,"1q3Wx7VZVLiYxGA","862556",0,0,0,1,"https://farm6.staticflickr.com/5754/20706259642_294a245ba6.jpg","500","333"
"52","20528791039","20344326@N00","62b59b21f1","582",1,"DSC05870",1,0,0,"2015-08-19 18:58:42","0","0","","61.298151","7.322409","15",0,"1q3Wx7VZVLiYxGA","862556",0,0,0,1,"https://farm1.staticflickr.com/582/20528791039_62b59b21f1.jpg","500","333"
"53","20527545408","20344326@N00","15f68aa020","5633",6,"DSC05869",1,0,0,"2015-08-19 18:58:27","0","0","","61.298151","7.322409","15",0,"1q3Wx7VZVLiYxGA","862556",0,0,0,1,"https://farm6.staticflickr.com/5633/20527545408_15f68aa020.jpg","500","333"
"54","20528779899","20344326@N00","a2aee3d93b","5741",6,"DSC05868",1,0,0,"2015-08-19 18:58:21","0","0","","61.298151","7.322409","15",0,"1q3Wx7VZVLiYxGA","862556",0,0,0,1,"https://farm6.staticflickr.com/5741/20528779899_a2aee3d93b.jpg","500","333"
"55","20527531408","20344326@N00","1b40ec8df3","751",1,"DSC05867",1,0,0,"2015-08-19 18:58:06","0","0","","61.298151","7.322409","15",0,"1q3Wx7VZVLiYxGA","862556",0,0,0,1,"https://farm1.staticflickr.com/751/20527531408_1b40ec8df3.jpg","500","333"
"56","20689282496","20344326@N00","2de5a67a89","5765",6,"DSC05866",1,0,0,"2015-08-19 18:58:01","0","0","","61.298151","7.322409","15",0,"1q3Wx7VZVLiYxGA","862556",0,0,0,1,"https://farm6.staticflickr.com/5765/20689282496_2de5a67a89.jpg","500","333"
"57","20689276076","20344326@N00","c6d68ab13d","624",1,"DSC05865",1,0,0,"2015-08-19 18:57:58","0","0","","61.298151","7.322409","15",0,"1q3Wx7VZVLiYxGA","862556",0,0,0,1,"https://farm1.staticflickr.com/624/20689276076_c6d68ab13d.jpg","500","333"
"58","20706216392","20344326@N00","67cab298ba","660",1,"DSC05864",1,0,0,"2015-08-19 18:55:35","0","0","","61.298151","7.322409","15",0,"1q3Wx7VZVLiYxGA","862556",0,0,0,1,"https://farm1.staticflickr.com/660/20706216392_67cab298ba.jpg","500","333"
"59","20528750879","20344326@N00","8cbf7d67ec","5743",6,"DSC05862",1,0,0,"2015-08-19 18:55:00","0","0","","61.298151","7.322409","15",0,"1q3Wx7VZVLiYxGA","862556",0,0,0,1,"https://farm6.staticflickr.com/5743/20528750879_8cbf7d67ec.jpg","500","333"
"60","20722342331","20344326@N00","c4159718cf","5710",6,"DSC05863",1,0,0,"2015-08-19 18:55:05","0","0","","61.298151","7.322409","15",0,"1q3Wx7VZVLiYxGA","862556",0,0,0,1,"https://farm6.staticflickr.com/5710/20722342331_c4159718cf.jpg","500","333"
"61","20706204332","20344326@N00","6fa5157a5c","691",1,"DSC05860",1,0,0,"2015-08-19 18:54:10","0","0","","61.298151","7.322409","15",0,"1q3Wx7VZVLiYxGA","862556",0,0,0,1,"https://farm1.staticflickr.com/691/20706204332_6fa5157a5c.jpg","500","333"
"62","20094552863","20344326@N00","53214c290f","599",1,"DSC05861",1,0,0,"2015-08-19 18:54:29","0","0","","61.298151","7.322409","15",0,"1q3Wx7VZVLiYxGA","862556",0,0,0,1,"https://farm1.staticflickr.com/599/20094552863_53214c290f.jpg","500","333"
"63","20094538493","20344326@N00","956e608dfd","5703",6,"DSC05858",1,0,0,"2015-08-19 18:53:50","0","0","","61.298151","7.322409","15",0,"1q3Wx7VZVLiYxGA","862556",0,0,0,1,"https://farm6.staticflickr.com/5703/20094538493_956e608dfd.jpg","333","500"
"64","20092895474","20344326@N00","fbdb8b8054","613",1,"DSC05857",1,0,0,"2015-08-19 18:52:56","0","0","","61.298151","7.322409","15",0,"1q3Wx7VZVLiYxGA","862556",0,0,0,1,"https://farm1.staticflickr.com/613/20092895474_fbdb8b8054.jpg","500","333"
"65","20689232076","20344326@N00","a4c1627889","712",1,"DSC05856",1,0,0,"2015-08-19 18:52:51","0","0","","61.298151","7.322409","15",0,"1q3Wx7VZVLiYxGA","862556",0,0,0,1,"https://farm1.staticflickr.com/712/20689232076_a4c1627889.jpg","500","333"
"66","20689225456","20344326@N00","e52cf94ea7","682",1,"DSC05855",1,0,0,"2015-08-19 18:52:45","0","0","","61.298151","7.322409","15",0,"1q3Wx7VZVLiYxGA","862556",0,0,0,1,"https://farm1.staticflickr.com/682/20689225456_e52cf94ea7.jpg","500","333"
"67","20527470678","20344326@N00","d1b26c70ae","584",1,"DSC05854",1,0,0,"2015-08-19 18:52:17","0","0","","61.298151","7.322409","15",0,"1q3Wx7VZVLiYxGA","862556",0,0,0,1,"https://farm1.staticflickr.com/584/20527470678_d1b26c70ae.jpg","500","333"
"68","20092883194","20344326@N00","040bb70b39","680",1,"DSC05853",1,0,0,"2015-08-19 18:52:13","0","0","","61.298151","7.322409","15",0,"1q3Wx7VZVLiYxGA","862556",0,0,0,1,"https://farm1.staticflickr.com/680/20092883194_040bb70b39.jpg","500","333"
"69","20094517573","20344326@N00","3e1b07d30c","5746",6,"DSC05851",1,0,0,"2015-08-19 18:51:59","0","0","","61.298151","7.322409","15",0,"1q3Wx7VZVLiYxGA","862556",0,0,0,1,"https://farm6.staticflickr.com/5746/20094517573_3e1b07d30c.jpg","500","333"
"70","20528701169","20344326@N00","b4aa1734bf","5820",6,"DSC05852",1,0,0,"2015-08-19 18:52:03","0","0","","61.298151","7.322409","15",0,"1q3Wx7VZVLiYxGA","862556",0,0,0,1,"https://farm6.staticflickr.com/5820/20528701169_b4aa1734bf.jpg","500","333"
"71","20527461338","20344326@N00","cb0e2874a1","615",1,"DSC05850",1,0,0,"2015-08-19 18:50:46","0","0","","61.298151","7.322409","15",0,"1q3Wx7VZVLiYxGA","862556",0,0,0,1,"https://farm1.staticflickr.com/615/20527461338_cb0e2874a1.jpg","500","333"
"72","20528691169","20344326@N00","6b5a92f32b","650",1,"DSC05848",1,0,0,"2015-08-19 18:50:26","0","0","","61.298151","7.322409","15",0,"1q3Wx7VZVLiYxGA","862556",0,0,0,1,"https://farm1.staticflickr.com/650/20528691169_6b5a92f32b.jpg","333","500"
"73","20528688309","20344326@N00","9c10d0ec49","5801",6,"DSC05849",1,0,0,"2015-08-19 18:50:31","0","0","","61.298151","7.322409","15",0,"1q3Wx7VZVLiYxGA","862556",0,0,0,1,"https://farm6.staticflickr.com/5801/20528688309_9c10d0ec49.jpg","333","500"
"74","20094499293","20344326@N00","77e8c25356","5777",6,"DSC05847",1,0,0,"2015-08-19 18:50:16","0","0","","61.298151","7.322409","15",0,"1q3Wx7VZVLiYxGA","862556",0,0,0,1,"https://farm6.staticflickr.com/5777/20094499293_77e8c25356.jpg","333","500"
"75","20094489833","20344326@N00","239e20f7c7","5733",6,"DSC05846",1,0,0,"2015-08-19 18:49:37","0","0","","61.298151","7.322409","15",0,"1q3Wx7VZVLiYxGA","862556",0,0,0,1,"https://farm6.staticflickr.com/5733/20094489833_239e20f7c7.jpg","333","500"
"76","20528675409","20344326@N00","0ba49b27c0","584",1,"DSC05845",1,0,0,"2015-08-19 18:48:32","0","0","","61.298151","7.322409","15",0,"1q3Wx7VZVLiYxGA","862556",0,0,0,1,"https://farm1.staticflickr.com/584/20528675409_0ba49b27c0.jpg","333","500"
"77","20706136902","20344326@N00","c4f3751f88","5693",6,"DSC05844",1,0,0,"2015-08-19 18:48:25","0","0","","61.298151","7.322409","15",0,"1q3Wx7VZVLiYxGA","862556",0,0,0,1,"https://farm6.staticflickr.com/5693/20706136902_c4f3751f88.jpg","333","500"
"78","20715431915","20344326@N00","852d7bd0f7","5638",6,"DSC05843",1,0,0,"2015-08-19 18:47:13","0","0","","61.298151","7.322409","15",0,"1q3Wx7VZVLiYxGA","862556",0,0,0,1,"https://farm6.staticflickr.com/5638/20715431915_852d7bd0f7.jpg","500","333"
"79","20715426495","20344326@N00","7e08859d12","5684",6,"DSC05842",1,0,0,"2015-08-19 18:46:56","0","0","","61.298151","7.322409","15",0,"1q3Wx7VZVLiYxGA","862556",0,0,0,1,"https://farm6.staticflickr.com/5684/20715426495_7e08859d12.jpg","500","333"
"80","20715418935","20344326@N00","1e28388799","626",1,"DSC05839",1,0,0,"2015-08-19 18:27:27","0","0","","61.298151","7.322409","15",0,"1q3Wx7VZVLiYxGA","862556",0,0,0,1,"https://farm1.staticflickr.com/626/20715418935_1e28388799.jpg","500","333"
"81","20722245551","20344326@N00","aacb9aa7b4","5800",6,"DSC05841",1,0,0,"2015-08-19 18:46:38","0","0","","61.298151","7.322409","15",0,"1q3Wx7VZVLiYxGA","862556",0,0,0,1,"https://farm6.staticflickr.com/5800/20722245551_aacb9aa7b4.jpg","500","333"
"82","20092820864","20344326@N00","f4f30bb20d","634",1,"DSC05840",1,0,0,"2015-08-19 18:46:29","0","0","","61.298151","7.322409","15",0,"1q3Wx7VZVLiYxGA","862556",0,0,0,1,"https://farm1.staticflickr.com/634/20092820864_f4f30bb20d.jpg","333","500"
"83","20094453093","20344326@N00","6ea13df8c0","5735",6,"DSC05838",1,0,0,"2015-08-19 18:26:15","0","0","","61.298151","7.322409","15",0,"1q3Wx7VZVLiYxGA","862556",0,0,0,1,"https://farm6.staticflickr.com/5735/20094453093_6ea13df8c0.jpg","500","333"
"84","20528637049","20344326@N00","7ccf422d9c","5784",6,"DSC05837",1,0,0,"2015-08-19 18:26:10","0","0","","61.298151","7.322409","15",0,"1q3Wx7VZVLiYxGA","862556",0,0,0,1,"https://farm6.staticflickr.com/5784/20528637049_7ccf422d9c.jpg","500","333"
"85","19984683424","99145101@N04","30c835aefd","605",1,"Tired dog",1,0,0,"2015-08-02 13:23:49","0","0","doganimalnaturenorwayurnes","61.298274","7.322180","16",0,"1q3Wx7VZVLiYxGA","862556",0,0,0,1,"https://farm1.staticflickr.com/605/19984683424_30c835aefd.jpg","333","500"
"86","19859248352","97048577@N05","3501222f3b","377",1,"20150715_130752",1,0,0,"2015-07-15 13:07:52","0","0","","61.342777","7.397500","16",0,"fL.QpSdYUrIGeRQ8xA","90856951",0,0,0,1,"https://farm1.staticflickr.com/377/19859248352_3501222f3b.jpg","281","500"
"87","19871612391","97048577@N05","d5942e83db","415",1,"20150715_130808",1,0,0,"2015-07-15 13:08:08","0","0","","61.341388","7.398333","16",0,"fL.QpSdYUrIGeRQ8xA","90856951",0,0,0,1,"https://farm1.staticflickr.com/415/19871612391_d5942e83db.jpg","281","500"
